"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Tuesday, Apr 1","boxscore","NYY","@","HOU","L","2","6","","0-1","4","1.0","Feldman","Sabathia","","2:51","N","42,117","-"
"2","2","Wednesday, Apr 2","boxscore","NYY","@","HOU","L","1","3","","0-2","5","1.5","Cosart","Kuroda","Fields","3:18","N","23,145","--"
"3","3","Thursday, Apr 3","boxscore","NYY","@","HOU","W","4","2","","1-2","4","1.0","Nova","Oberholtzer","Robertson","3:17","N","26,348","+"
"4","4","Friday, Apr 4","boxscore","NYY","@","TOR","W","7","3","","2-2","2","0.5","Tanaka","McGowan","","3:26","N","48,197","++"
"5","5","Saturday, Apr 5","boxscore","NYY","@","TOR","L","0","4","","2-3","3","1.5","Dickey","Pineda","Santos","2:45","D","45,446","-"
"6","6","Sunday, Apr 6","boxscore","NYY","@","TOR","W","6","4","","3-3","2","0.5","Sabathia","Hutchison","Robertson","2:57","D","34,067","+"
"7","7","Monday, Apr 7","boxscore","NYY","","BAL","W","4","2","","4-3","1","up 0.5","Kuroda","Jimenez","Kelley","3:05","D","48,142","++"
"8","8","Tuesday, Apr 8","boxscore","NYY","","BAL","L","5","14","","4-4","2","0.5","Chen","Nova","","3:28","D","35,864","-"
"9","9","Wednesday, Apr 9","boxscore","NYY","","BAL","L","4","5","","4-5","3","1.0","Matusz","Kelley","Hunter","3:06","N","39,412","--"
"10","10","Thursday, Apr 10","boxscore","NYY","","BOS","W","4","1","","5-5","1","Tied","Pineda","Buchholz","Phelps","2:55","N","42,821","+"
"11","11","Friday, Apr 11","boxscore","NYY","","BOS","L","2","4","","5-6","3","1.0","Lester","Sabathia","Mujica","3:01","N","44,121","-"
"12","12","Saturday, Apr 12","boxscore","NYY","","BOS","W","7","4","","6-6","2","1.0","Kuroda","Lackey","Kelley","3:07","D","48,572","+"
"13","13","Sunday, Apr 13","boxscore","NYY","","BOS","W","3","2","","7-6","1","Tied","Nova","Doubront","Kelley","3:08","N","46,081","++"
"14","14","Wednesday, Apr 16 (1)","boxscore","NYY","","CHC","W","3","0","","8-6","1","up 0.5","Tanaka","Hammel","Kelley","2:41","D","36,569","+++"
"15","15","Wednesday, Apr 16 (2)","boxscore","NYY","","CHC","W","2","0","","9-6","1","up 0.5","Pineda","Wood","Warren","3:08","N","40,073","++++"
"16","16","Thursday, Apr 17","boxscore","NYY","@","TBR","W","10","2","","10-6","1","up 2.0","Sabathia","Price","","3:13","N","28,085","+++++"
"17","17","Friday, Apr 18","boxscore","NYY","@","TBR","L","5","11","","10-7","1","up 1.0","McGee","Warren","","3:56","N","26,079","-"
"18","18","Saturday, Apr 19","boxscore","NYY","@","TBR","L","1","16","","10-8","1","Tied","Archer","Nova","","3:15","N","30,159","--"
"19","19","Sunday, Apr 20","boxscore","NYY","@","TBR","W","5","1","12","11-8","1","up 1.0","Claiborne","Bell","","4:23","D","26,462","+"
"20","20","Tuesday, Apr 22","boxscore","NYY","@","BOS","W","9","3","","12-8","1","up 1.0","Tanaka","Lester","","3:17","N","37,041","++"
"21","21","Wednesday, Apr 23","boxscore","NYY","@","BOS","L","1","5","","12-9","1","up 1.0","Lackey","Pineda","","3:12","N","37,015","-"
"22","22","Thursday, Apr 24","boxscore","NYY","@","BOS","W","14","5","","13-9","1","up 1.5","Sabathia","Doubront","","3:51","N","37,356","+"
"23","23","Friday, Apr 25","boxscore","NYY","","LAA","L","1","13","","13-10","1","up 1.5","Wilson","Kuroda","","3:30","N","38,358","-"
"24","24","Saturday, Apr 26","boxscore","NYY","","LAA","W","4","3","","14-10","1","up 1.5","Betances","Santiago","Robertson","3:05","D","40,908","+"
"25","25","Sunday, Apr 27","boxscore","NYY","","LAA","W","3","2","","15-10","1","up 2.5","Warren","Kohn","Robertson","3:28","N","40,028","++"
"26","26","Tuesday, Apr 29","boxscore","NYY","","SEA","L","3","6","","15-11","1","up 2.0","Young","Sabathia","","3:33","N","37,484","-"
"27","27","Thursday, May 1","boxscore","NYY","","SEA","L","2","4","","15-12","1","up 0.5","Elias","Kuroda","Rodney","2:47","N","43,121","--"
"28","28","Friday, May 2","boxscore","NYY","","TBR","L","5","10","14","15-13","2","0.5","Bell","Leroux","","5:49","N","33,580","---"
"29","29","Saturday, May 3","boxscore","NYY","","TBR","W","9","3","","16-13","1","up 0.5","Tanaka","Lueke","","3:31","D","43,325","+"
"30","30","Sunday, May 4","boxscore","NYY","","TBR","L","1","5","","16-14","1","up 0.5","Bedard","Sabathia","","3:14","D","41,122","-"
"31","31","Monday, May 5","boxscore","NYY","@","LAA","L","1","4","","16-15","1","Tied","Weaver","Kelley","Frieri","3:09","N","39,701","--"
"32","32","Tuesday, May 6","boxscore","NYY","@","LAA","W","4","3","","17-15","1","Tied","Kelley","Frieri","Robertson","2:57","N","40,106","+"
"33","33","Wednesday, May 7","boxscore","NYY","@","LAA","W","9","2","","18-15","1","Tied","Nuno","Santiago","","3:01","N","44,083","++"
"34","34","Friday, May 9","boxscore","NYY","@","MIL","W","5","3","","19-15","2","0.5","Tanaka","Gallardo","Robertson","3:02","N","40,123","+++"
