"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Armando Galarraga, L (1-1)","4.2","8","6","5","1","3","2","5.23","22","85","58","36","6","16","8","10","5","0","28","","","-0.392","0.92","-3.8"
"Fu-Te Ni","1.1","2","0","0","0","0","0","2.25","4","19","13","7","1","5","2","2","1","0","","0","0","0.011","0.17","0.6"
"Joel Zumaya","2","0","0","0","1","3","0","2.08","7","31","19","8","5","6","2","1","0","0","","0","0","0.011","0.07","0.9"
