"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jeremy Bonderman, L (3-5)","6","7","4","4","1","3","1","4.20","26","70","51","32","5","14","13","9","3","0","44","","","-0.020","0.80","-0.1"
"Joel Zumaya","0.2","0","1","1","2","0","0","2.04","4","16","7","7","0","0","2","0","0","0","","2","1","-0.021","0.66","-0.3"
"Phil Coke","0.1","1","0","0","0","0","0","3.07","1","3","3","1","1","1","1","0","0","0","","3","2","-0.034","0.61","-1.2"
"Enrique Gonzalez","1","0","0","0","1","0","0","0.00","4","14","7","5","1","1","1","2","1","0","","0","0","0.001","0.02","0.5"
