"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 6","boxscore","LAA","@","SEA","L","1","4","","0-1","4","1.0","Hernandez","Weaver","Rodney","2:33","D","45,909","-"
"2","2","Tuesday, Apr 7","boxscore","LAA","@","SEA","W","2","0","","1-1","2","0.5","Wilson","Paxton","Street","2:13","N","26,545","+"
"3","3","Wednesday, Apr 8","boxscore","LAA","@","SEA","W","5","3","","2-1","1","Tied","Shoemaker","Iwakuma","Street","2:48","N","25,495","++"
"4","4","Friday, Apr 10","boxscore","LAA","","KCR","L","2","4","","2-2","2","0.5","Vargas","Santiago","Davis","3:16","N","44,489","-"
"5","5","Saturday, Apr 11","boxscore","LAA","","KCR","L","4","6","","2-3","3","0.5","Guthrie","Weaver","Holland","2:41","N","44,154","--"
"6","6","Sunday, Apr 12","boxscore","LAA","","KCR","L","2","9","","2-4","5","1.0","Ventura","Wilson","","2:56","D","37,060","---"
"7","7","Monday, Apr 13","boxscore","LAA","@","TEX","W","6","3","","3-4","2","0.5","Shoemaker","Detwiler","Street","3:17","N","18,401","+"
"8","8","Tuesday, Apr 14","boxscore","LAA","@","TEX","L","2","8","","3-5","3","1.5","Martinez","Rucinski","","2:57","N","21,805","-"
"9","9","Wednesday, Apr 15","boxscore","LAA","@","TEX","W","10","2","","4-5","2","0.5","Santiago","Ranaudo","","3:13","D","25,757","+"
"10","10","Friday, Apr 17","boxscore","LAA","@","HOU","W","6","3","","5-5","1","up 0.5","Ramos","Qualls","Street","2:57","N","22,660","++"
"11","11","Saturday, Apr 18","boxscore","LAA","@","HOU","L","0","4","","5-6","2","0.5","Keuchel","Wilson","","2:38","N","28,209","-"
"12","12","Sunday, Apr 19","boxscore","LAA","@","HOU","L","3","4","","5-7","3","1.0","Feldman","Richards","Gregerson","3:20","D","24,254","--"
"13","13","Monday, Apr 20","boxscore","LAA","","OAK","L","3","6","","5-8","3","2.0","Otero","Shoemaker","Clippard","2:57","N","35,228","---"
"14","14","Tuesday, Apr 21","boxscore","LAA","","OAK","W","14","1","","6-8","3","2.0","Santiago","Pomeranz","","3:15","N","32,137","+"
"15","15","Wednesday, Apr 22","boxscore","LAA","","OAK","L","2","9","","6-9","3","2.0","Gray","Salas","","2:58","N","30,034","-"
"16","16","Thursday, Apr 23","boxscore","LAA","","OAK","W","2","0","","7-9","3","1.5","Tropeano","Chavez","Street","2:20","D","24,304","+"
"17","17","Friday, Apr 24","boxscore","LAA","","TEX","W","3","2","","8-9","2","1.5","Richards","Kela","Street","2:47","N","41,054","++"
"18","18","Saturday, Apr 25","boxscore","LAA","","TEX","W","4","1","","9-9","2","1.5","Pestano","Lewis","Street","3:10","N","38,016","+++"
"19","19","Sunday, Apr 26","boxscore","LAA","","TEX","L","4","5","11","9-10","2","2.5","Feliz","Alvarez","","4:13","D","35,053","-"
"20","20","Tuesday, Apr 28","boxscore","LAA","@","OAK","L","2","6","","9-11","2","4.0","Gray","Weaver","","2:06","N","17,674","--"
"21","21","Wednesday, Apr 29","boxscore","LAA","@","OAK","W","6","3","","10-11","2","4.0","Morin","Cook","Street","3:01","N","16,212","+"
"22","22","Thursday, Apr 30","boxscore","LAA","@","OAK","W","6","5","","11-11","2","4.0","Richards","Chavez","Street","3:23","D","19,534","++"
"23","23","Friday, May 1","boxscore","LAA","@","SFG","L-wo","2","3","","11-12","2","5.0","Casilla","Smith","","3:04","N","41,507","-"
"24","24","Saturday, May 2","boxscore","LAA","@","SFG","L","4","5","","11-13","2","6.0","Hudson","Santiago","Casilla","2:36","D","41,287","--"
"25","25","Sunday, May 3","boxscore","LAA","@","SFG","L","0","5","","11-14","2","7.0","Lincecum","Weaver","","2:16","D","41,516","---"
"26","26","Monday, May 4","boxscore","LAA","","SEA","L","2","3","","11-15","2","7.0","Hernandez","Shoemaker","Rodney","2:36","N","25,024","----"
"27","27","Tuesday, May 5","boxscore","LAA","","SEA","W-wo","5","4","","12-15","2","6.0","Street","Leone","","2:37","N","33,394","+"
"28","28","Wednesday, May 6","boxscore","LAA","","SEA","W-wo","4","3","","13-15","2","5.0","Street","Smith","","2:35","N","25,160","++"
"29","29","Thursday, May 7","boxscore","LAA","","HOU","L","2","3","","13-16","2","6.0","Neshek","Street","Gregerson","2:57","N","25,097","-"
"30","30","Friday, May 8","boxscore","LAA","","HOU","W","2","0","","14-16","2","5.0","Weaver","Hernandez","","2:09","N","40,006","+"
"31","31","Saturday, May 9","boxscore","LAA","","HOU","L","5","6","","14-17","2","6.0","Keuchel","Shoemaker","Qualls","2:42","N","40,210","-"
"32","32","Sunday, May 10","boxscore","LAA","","HOU","W","3","1","","15-17","2","5.0","Richards","Feldman","Street","2:40","D","30,929","+"
"33","33","Tuesday, May 12","boxscore","LAA","","COL","W","5","2","","16-17","2","4.0","Wilson","Betancourt","Street","2:44","N","28,150","++"
"34","34","Wednesday, May 13","boxscore","LAA","","COL","W-wo","2","1","11","17-17","2","4.0","Ramos","Friedrich","","3:18","N","30,129","+++"
"35","35","Friday, May 15","boxscore","LAA","@","BAL","W","3","1","","18-17","2","4.5","Weaver","Chen","Street","2:23","N","35,470","++++"
