"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Nick Tepesch, L (3-4)","6","5","6","6","4","4","2","4.29","26","91","52","30","10","12","3","15","5","0","38","","","-0.351","0.45","-3.5"
"Jason Frasor","1","1","1","1","1","0","0","2.86","5","21","13","10","1","2","2","2","2","0","","0","0","-0.005","0.04","-0.6"
"Aaron Poreda","0","0","1","1","1","0","0","4.05","1","8","4","2","0","2","0","0","0","0","","0","0","-0.003","0.10","-0.4"
"Neftali Feliz","1","1","0","0","0","0","0","0.00","4","14","9","4","1","4","1","3","1","0","","1","1","-0.007","0.15","-0.2"
