"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Nick Tepesch, W (4-7)","5.2","6","0","0","1","2","0","4.46","20","79","55","37","5","13","8","9","7","0","58","","","0.246","1.16","2.1"
"Roman Mendez, H (2)","1","2","1","1","0","0","1","1.80","5","23","14","11","1","2","2","3","2","0","","2","0","0.044","1.28","-0.2"
"Neal Cotts, H (16)","1.2","0","0","0","1","2","0","3.26","6","19","13","10","2","1","1","2","1","0","","1","0","0.157","1.93","0.9"
"Neftali Feliz, S (4)","0.2","0","0","0","0","2","0","3.00","2","14","8","6","1","1","0","0","0","0","","0","0","0.038","0.79","0.2"
