"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Nick Tepesch","4.1","5","2","2","3","1","0","4.44","21","89","54","32","6","16","8","8","6","0","43","","","0.156","1.46","1.4"
"Roman Mendez, L (0-1)","1.2","2","2","2","1","2","1","1.90","8","32","16","6","4","6","3","1","1","0","","2","2","-0.438","1.25","-2.7"
"Phil Klein","1","0","0","0","0","1","0","2.70","3","14","8","3","2","3","0","2","0","0","","0","0","0.021","0.28","0.5"
"Shawn Tolleson","1","0","0","0","0","0","0","2.86","3","11","8","6","0","2","1","2","1","0","","0","0","0.012","0.16","0.5"
