"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 1","boxscore","TOR","","MIN","W","13","3","","1-0","1","Tied","Romero","Pavano","","2:45","N","47,984","+"
"2","2","Saturday, Apr 2","boxscore","TOR","","MIN","W","6","1","","2-0","1","Tied","Drabek","Liriano","","2:30","D","27,194","++"
"3","3","Sunday, Apr 3","boxscore","TOR","","MIN","L","3","4","","2-1","2","1.0","Blackburn","Cecil","Nathan","2:58","D","35,505","-"
"4","4","Tuesday, Apr 5","boxscore","TOR","","OAK","W-wo","7","6","10","3-1","2","1.0","Frasor","Balfour","","2:54","N","11,077","+"
"5","5","Wednesday, Apr 6","boxscore","TOR","","OAK","W","5","3","","4-1","1","Tied","Litsch","Braden","Rauch","2:18","N","11,684","++"
"6","6","Thursday, Apr 7","boxscore","TOR","","OAK","L","1","2","","4-2","2","1.0","Cahill","Frasor","Fuentes","2:32","D","19,528","-"
"7","7","Friday, Apr 8","boxscore","TOR","@","LAA","W","3","2","","5-2","2","0.5","Dotel","Santana","Rauch","2:35","N","43,853","+"
"8","8","Saturday, Apr 9","boxscore","TOR","@","LAA","L-wo","5","6","14","5-3","2","1.0","Haren","Rauch","","5:03","N","43,513","-"
"9","9","Sunday, Apr 10","boxscore","TOR","@","LAA","L","1","3","","5-4","2","1.0","Weaver","Reyes","Rodney","2:48","D","43,525","--"
"10","10","Monday, Apr 11","boxscore","TOR","@","SEA","L-wo","7","8","","5-5","3","1.5","Lueke","Camp","","3:46","N","13,056","---"
"11","11","Tuesday, Apr 12","boxscore","TOR","@","SEA","L","2","3","","5-6","3","2.0","Pineda","Romero","League","2:19","N","15,500","----"
"12","12","Wednesday, Apr 13","boxscore","TOR","@","SEA","W","8","3","","6-6","3","1.0","Rzepczynski","Ray","","3:23","D","12,407","+"
"13","13","Friday, Apr 15","boxscore","TOR","@","BOS","W","7","6","","7-6","2","0.5","Cecil","Jenks","Rauch","3:47","N","37,467","++"
"14","14","Saturday, Apr 16","boxscore","TOR","@","BOS","L","1","4","","7-7","2","1.5","Beckett","Reyes","Papelbon","3:12","D","37,310","-"
"15","15","Sunday, Apr 17","boxscore","TOR","@","BOS","L","1","8","","7-8","2","2.5","Lester","Litsch","","3:03","D","37,802","--"
"16","16","Monday, Apr 18","boxscore","TOR","@","BOS","L","1","9","","7-9","2","3.0","Matsuzaka","Romero","","2:49","D","37,916","---"
"17","17","Tuesday, Apr 19","boxscore","TOR","","NYY","W-wo","6","5","10","8-9","2","2.0","Rauch","Nova","","3:59","N","25,250","+"
"18","18","Wednesday, Apr 20","boxscore","TOR","","NYY","L","2","6","","8-10","4","3.0","Colon","Cecil","Soriano","2:59","N","26,062","-"
"19","19","Friday, Apr 22","boxscore","TOR","","TBR","W-wo","6","4","11","9-10","2","2.5","Rzepczynski","Russell","","3:45","N","23,192","+"
"20","20","Saturday, Apr 23","boxscore","TOR","","TBR","L","4","6","","9-11","3","3.5","Price","Morrow","Farnsworth","2:46","D","21,826","-"
"21","21","Sunday, Apr 24","boxscore","TOR","","TBR","L","0","2","","9-12","4","4.5","Shields","Romero","","2:05","D","14,456","--"
"22","22","Monday, Apr 25","boxscore","TOR","@","TEX","W","6","4","","10-12","4","3.5","Drabek","Lewis","Rauch","2:49","N","22,915","+"
"23","23","Tuesday, Apr 26","boxscore","TOR","@","TEX","W","10","3","","11-12","3","2.5","Litsch","Harrison","","2:36","N","21,755","++"
"24","24","Wednesday, Apr 27","boxscore","TOR","@","TEX","L","6","7","","11-13","3","3.5","Eppley","Dotel","Oliver","3:01","N","29,322","-"
"25","25","Thursday, Apr 28","boxscore","TOR","@","TEX","W","5","2","","12-13","3","3.5","Francisco","Oliver","","3:23","D","24,121","+"
"26","26","Friday, Apr 29","boxscore","TOR","@","NYY","W","5","3","","13-13","3","2.5","Romero","Garcia","Rauch","3:35","N","40,830","++"
"27","27","Saturday, Apr 30","boxscore","TOR","@","NYY","L","4","5","","13-14","3","3.5","Burnett","Drabek","Rivera","2:47","D","42,460","-"
"28","28","Sunday, May 1","boxscore","TOR","@","NYY","L","2","5","","13-15","4","4.5","Nova","Litsch","Rivera","2:55","D","43,363","--"
