"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Wade Miley, L (4-5)","4","9","6","5","2","2","0","4.97","24","92","54","36","6","12","13","7","4","0","22","","","-0.238","0.84","-4.8"
"Robbie Ross","3","3","2","2","0","3","0","5.29","13","42","28","17","6","5","4","5","4","0","","3","1","0.007","0.07","0.4"
"Matt Barnes","1","1","0","0","0","1","0","2.03","4","11","8","5","1","2","0","3","1","0","","0","0","0.000","0.00","0.5"
