"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jesse Litsch, L (0-1)","2.1","9","7","7","1","2","1","27.00","17","80","50","28","6","16","3","11","4","0","12","","","-0.468","1.01","-5.8"
"Brian Tallet","2.2","1","0","0","1","4","0","4.99","10","43","27","17","6","4","1","4","1","0","","2","1","0.043","0.38","1.6"
"Casey Janssen","2","3","3","3","0","4","2","4.94","10","41","26","13","5","8","4","2","0","0","","0","0","-0.043","0.08","-1.9"
"Jason Frasor","1","1","0","0","1","0","0","5.33","5","27","15","7","3","5","0","4","2","0","","0","0","0.000","0.00","0.6"
