"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Michael Bourn  CF","5","0","0","0","0","2","5",".294",".342",".385",".727","19","12","-0.129","0.98","0.000","-0.129","-1.4","1","0",""
"Asdrubal Cabrera  SS","3","1","1","0","0","1","4",".255",".314",".433",".747","11","6","0.022","0.69","0.054","-0.032","0.1","3","5","HBP"
"Jason Kipnis  2B","3","1","1","2","1","0","4",".288",".370",".512",".882","22","11","0.224","0.88","0.246","-0.022","1.9","3","3","HR"
"Nick Swisher  1B","4","0","0","0","0","1","4",".229",".330",".383",".713","16","10","-0.131","0.91","0.000","-0.131","-1.4","8","1","GDP"
"Michael Brantley  LF","3","1","0","0","1","1","4",".271",".323",".372",".695","13","5","0.075","1.11","0.115","-0.040","-0.1","3","0",""
"Jason Giambi  DH","3","0","2","0","1","1","4",".200",".322",".442",".764","17","9","0.365","1.54","0.376","-0.011","1.6","","","2B"
"Mike Aviles  PR","0","1","0","0","0","0","0",".254",".286",".367",".654","","","0.000","0.00","0.000","0.000","0.0","","",""
"Yan Gomes  C","2","0","0","0","1","0","3",".252",".278",".495",".774","13","8","-0.060","0.96","0.023","-0.082","-0.6","5","0","GDP"
"Carlos Santana  PH-C","0","0","0","0","1","0","1",".273",".385",".470",".855","4","0","0.032","4.27","0.032","0.000","0.4","2","0","IW"
"Lonnie Chisenhall  3B","4","0","1","1","0","0","4",".217",".256",".339",".595","13","8","0.017","1.95","0.053","-0.036","-0.5","0","0",""
"Drew Stubbs  RF","4","0","1","1","0","1","4",".242",".297",".381",".678","22","14","0.103","1.91","0.154","-0.051","-0.4","1","0",""
"","","","","","","","","","","","","","","","","","","","","",""
"Scott Kazmir  P","","","","","","","","","","","","","","","","","","","1","2",""
"Joe Smith  P","","","","","","","","","","","","","","","","","","","0","0",""
"Vinnie Pestano  P","","","","","","","","","","","","","","","","","","","0","0",""
