"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Michael Bourn  CF","5","0","1","0","0","2","5",".268",".321",".356",".677","20","13","-0.057","0.93","0.036","-0.093","-0.4","3","0",""
"Nick Swisher  1B","4","0","0","0","0","1","4",".242",".341",".403",".744","16","9","-0.088","0.94","0.000","-0.088","-0.8","6","1",""
"Jason Kipnis  2B","3","0","1","0","1","1","4",".285",".367",".469",".837","12","6","0.008","0.67","0.048","-0.039","0.1","0","1","2B"
"Carlos Santana  C","2","0","0","0","2","0","4",".265",".373",".452",".825","17","8","-0.038","1.18","0.033","-0.071","-0.2","7","0",""
"Mike Aviles  3B","4","0","0","0","0","0","4",".264",".290",".376",".666","16","12","-0.138","1.40","0.000","-0.138","-1.2","0","0",""
"Asdrubal Cabrera  SS","4","0","3","0","0","1","4",".243",".296",".394",".690","20","13","0.111","0.81","0.130","-0.019","1.0","2","2","2B"
"Michael Brantley  LF","4","0","1","0","0","0","4",".271",".325",".380",".705","14","9","-0.104","1.17","0.027","-0.131","-0.9","2","0","SB,GDP"
"Drew Stubbs  RF","2","0","0","0","2","1","4",".242",".311",".376",".687","18","7","-0.068","1.20","0.031","-0.098","-0.6","3","0",""
"Danny Salazar  P","2","0","0","0","0","2","2",".000",".000",".000",".000","7","6","-0.062","1.15","0.000","-0.062","-0.5","0","0",""
"Marc Rzepczynski  P","0","0","0","0","0","0","0",".000",".000",".000",".000","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Jason Giambi  PH","1","0","0","0","0","1","1",".185",".278",".383",".661","6","4","-0.057","2.29","0.000","-0.057","-0.4","","",""
"Matt Albers  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Carlos Carrasco  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","1","0",""
"Lonnie Chisenhall  PH","1","0","0","0","0","0","1",".217",".263",".357",".619","2","1","-0.021","0.86","0.000","-0.021","-0.1","","",""
