"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jeremy Guthrie, L (1-4)","7","5","4","4","2","4","2","3.00","27","110","72","40","6","26","7","13","3","0","53","","","-0.062","0.67","-0.3"
"Clay Rapada","0.2","1","1","1","0","0","0","16.20","3","10","8","4","1","3","2","1","0","0","","0","0","0.002","0.05","0.3"
"Josh Rupe","0.1","3","1","1","0","0","1","7.59","4","12","7","4","1","2","0","4","2","0","","1","1","-0.011","0.03","-1.8"
