"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Mitch Atkins","6","8","1","1","0","4","0","1.50","25","90","58","34","6","18","7","14","5","0","56","","","0.260","1.36","2.3"
"Jim Johnson, BS (4), L (5-2)","1","2","3","2","2","0","0","2.68","7","24","10","6","0","4","3","2","2","0","","0","0","-0.479","2.31","-2.5"
"Jason Berken","1","0","0","0","0","0","0","5.67","3","11","8","4","1","3","1","2","1","0","","0","0","0.016","0.21","0.5"
