"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Zach Britton","5","5","4","1","2","4","0","3.10","23","81","46","30","6","10","8","9","6","0","49","","","-0.321","1.14","-1.7"
"Jeremy Accardo, L (3-3)","0.1","1","3","3","2","0","0","5.29","4","16","5","2","1","2","0","2","1","0","","0","0","-0.210","1.50","-1.4"
"Jason Berken","0.2","1","0","0","0","0","0","6.75","3","9","7","5","1","1","0","3","1","0","","2","2","-0.124","1.01","-1.1"
"Mike Gonzalez","1.2","3","1","1","2","2","1","6.65","10","44","26","15","4","7","4","2","0","0","","0","0","-0.003","0.14","-0.5"
"Koji Uehara","0.1","0","0","0","0","1","0","2.40","1","5","3","2","1","0","0","0","0","0","","2","0","0.002","0.08","0.4"
