"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Denard Span  CF","5","1","2","1","1","0","6",".270",".343",".363",".706","20","12","0.110","0.94","0.143","-0.033","1.6","2","0","SB"
"Alexi Casilla  2B","4","0","1","1","1","1","5",".273",".385",".341",".726","23","16","0.072","1.32","0.167","-0.095","0.1","3","3","SB"
"Joe Mauer  C","5","0","0","0","0","1","5",".295",".365",".435",".800","20","15","-0.125","0.95","0.000","-0.125","-1.5","9","0",""
"Michael Cuddyer  1B","3","2","1","0","2","0","5",".278",".347",".444",".792","18","8","0.054","0.74","0.070","-0.016","0.5","6","1",""
"Delmon Young  LF","4","1","4","3","0","0","5",".325",".357",".525",".882","17","11","0.305","1.12","0.305","0.000","2.5","1","1","HR,SF"
"Jason Kubel  DH","5","0","0","0","0","2","5",".259",".338",".423",".761","11","9","-0.146","0.84","0.000","-0.146","-2.2","","","GDP"
"Danny Valencia  3B","5","1","3","1","0","0","5",".329",".386",".382",".767","15","11","0.134","0.64","0.146","-0.012","1.4","0","2","2B"
"J.J. Hardy  SS","4","2","2","0","1","1","5",".254",".293",".360",".654","25","15","0.015","0.97","0.064","-0.049","0.4","1","1","SB"
"Jason Repko  RF","5","0","1","1","0","3","5",".250",".294",".313",".607","17","14","-0.050","0.93","0.047","-0.097","-0.2","2","0","2B"
"","","","","","","","","","","","","","","","","","","","","",""
"Scott Baker  P","","","","","","","","","","","","","","","","","","","2","1",""
"Matt Guerrier  P","","","","","","","","","","","","","","","","","","","1","0",""
"Jon Rauch  P","","","","","","","","","","","","","","","","","","","0","0",""
