"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Denard Span  CF","4","0","1","0","0","0","4",".275",".346",".369",".715","19","13","-0.105","1.10","0.009","-0.114","-0.6","0","0",""
"Orlando Hudson  2B","4","0","2","0","0","0","4",".285",".356",".387",".744","21","14","0.008","0.48","0.035","-0.028","-0.2","2","0",""
"Joe Mauer  C","3","0","0","0","1","0","4",".304",".381",".433",".814","16","9","-0.037","0.70","0.021","-0.058","-0.1","8","0",""
"Michael Cuddyer  1B","3","0","0","0","1","1","4",".259",".327",".409",".736","12","7","-0.020","0.60","0.020","-0.040","-0.7","1","1",""
"Delmon Young  LF","4","0","0","0","0","2","4",".293",".328",".478",".807","13","11","-0.078","0.70","0.000","-0.078","-1.5","3","0","GDP"
"Danny Valencia  3B","3","0","1","0","1","0","4",".304",".360",".326",".686","16","8","0.032","0.59","0.057","-0.025","0.3","1","0",""
"Jason Repko  RF","4","0","1","0","0","1","4",".250",".250",".250",".500","20","13","0.053","0.75","0.078","-0.025","-0.0","4","1",""
"Nick Punto  SS","4","0","2","0","0","0","4",".260",".337",".337",".674","13","9","-0.013","0.85","0.010","-0.023","0.3","4","0",""
"Scott Baker  P","2","0","0","0","0","2","2",".000",".000",".000",".000","9","7","-0.122","1.61","0.000","-0.122","-1.0","0","0",""
"Alex Burnett  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Ron Mahay  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","1","0",""
"Jim Thome  PH","1","0","0","0","0","1","1",".241",".376",".491",".867","5","4","-0.011","0.48","0.000","-0.011","-0.5","","",""
"Matt Guerrier  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Jose Mijares  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Jason Kubel  PH","1","0","0","0","0","1","1",".261",".351",".448",".799","4","3","-0.001","0.02","0.000","-0.001","-0.2","","",""
