"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 5","boxscore","LAA","","MIN","W","6","3","","1-0","1","Tied","Weaver","Baker","Fuentes","3:00","N","43,504","+"
"2","2","Tuesday, Apr 6","boxscore","LAA","","MIN","L","3","5","","1-1","2","0.5","Blackburn","Saunders","Rauch","2:41","N","43,510","-"
"3","3","Wednesday, Apr 7","boxscore","LAA","","MIN","L","2","4","","1-2","3","1.0","Pavano","Santana","Rauch","2:38","N","41,533","--"
"4","4","Thursday, Apr 8","boxscore","LAA","","MIN","L","1","10","","1-3","3","2.0","Slowey","Pineiro","","3:02","N","39,709","---"
"5","5","Friday, Apr 9","boxscore","LAA","","OAK","L","4","10","","1-4","3","3.0","Gonzalez","Palmer","","2:59","N","40,034","----"
"6","6","Saturday, Apr 10","boxscore","LAA","","OAK","W-wo","4","3","","2-4","3","2.0","Rodney","Breslow","","2:35","N","40,249","+"
"7","7","Sunday, Apr 11","boxscore","LAA","","OAK","L","4","9","","2-5","3","3.0","Braden","Saunders","Ross","2:48","D","40,601","-"
"8","8","Tuesday, Apr 13","boxscore","LAA","@","NYY","L","5","7","","2-6","4","3.5","Pettitte","Santana","Rivera","3:16","D","49,293","--"
"9","9","Wednesday, Apr 14","boxscore","LAA","@","NYY","W","5","3","","3-6","4","2.5","Pineiro","Vazquez","Rodney","3:12","D","42,372","+"
"10","10","Thursday, Apr 15","boxscore","LAA","@","NYY","L","2","6","","3-7","4","3.5","Hughes","Kazmir","Rivera","3:33","N","44,722","-"
"11","11","Friday, Apr 16","boxscore","LAA","@","TOR","W","7","5","","4-7","4","3.5","Weaver","Marcum","Rodney","2:48","N","14,779","+"
"12","12","Saturday, Apr 17","boxscore","LAA","@","TOR","W","6","3","","5-7","4","3.5","Saunders","Tallet","Rodney","2:41","D","17,187","++"
"13","13","Sunday, Apr 18","boxscore","LAA","@","TOR","W","3","1","","6-7","2","2.5","Santana","Romero","","2:21","D","14,246","+++"
"14","14","Monday, Apr 19","boxscore","LAA","","DET","W","2","0","","7-7","2","2.0","Pineiro","Willis","Rodney","2:19","N","36,006","++++"
"15","15","Tuesday, Apr 20","boxscore","LAA","","DET","W","6","5","","8-7","2","1.0","Kazmir","Porcello","Rodney","3:09","N","35,266","+++++"
"16","16","Wednesday, Apr 21","boxscore","LAA","","DET","L","3","4","","8-8","3","1.0","Coke","Fuentes","Valverde","2:55","N","35,279","-"
"17","17","Thursday, Apr 22","boxscore","LAA","","DET","L","4","5","","8-9","3","2.0","Verlander","Saunders","Valverde","3:31","N","37,338","--"
"18","18","Friday, Apr 23","boxscore","LAA","","NYY","W","6","4","","9-9","3","2.0","Rodney","Chamberlain","Fuentes","3:13","N","44,002","+"
"19","19","Saturday, Apr 24","boxscore","LAA","","NYY","L","1","7","","9-10","3","2.0","Pettitte","Pineiro","","2:47","D","43,390","-"
"20","20","Sunday, Apr 25","boxscore","LAA","","NYY","W","8","4","","10-10","2","2.0","Kazmir","Vazquez","","3:01","D","42,284","+"
"21","21","Monday, Apr 26","boxscore","LAA","","CLE","W","5","2","","11-10","2","1.5","Weaver","Huff","Fuentes","3:19","N","34,837","++"
"22","22","Tuesday, Apr 27","boxscore","LAA","","CLE","L","2","9","","11-11","2","1.5","Talbot","Saunders","","3:20","N","39,619","-"
"23","23","Wednesday, Apr 28","boxscore","LAA","","CLE","W-wo","4","3","","12-11","2","0.5","Fuentes","Smith","","2:50","D","34,190","+"
"24","24","Friday, Apr 30","boxscore","LAA","@","DET","L","6","10","","12-12","1","Tied","Porcello","Pineiro","","2:43","N","31,725","-"
"25","25","Saturday, May 1","boxscore","LAA","@","DET","L-wo","2","3","","12-13","3","1.0","Perry","Shields","","2:57","D","31,042","--"
"26","26","Sunday, May 2","boxscore","LAA","@","DET","L","1","5","","12-14","3","1.5","Verlander","Weaver","","2:43","D","25,603","---"
"27","27","Monday, May 3","boxscore","LAA","@","BOS","L","8","17","","12-15","3","2.5","Buchholz","Saunders","","3:38","N","37,404","----"
"28","28","Tuesday, May 4","boxscore","LAA","@","BOS","L","1","5","","12-16","3","2.5","Lester","Jepsen","","2:56","N","37,411","-----"
"29","29","Wednesday, May 5","boxscore","LAA","@","BOS","L","1","3","","12-17","3","3.0","Lackey","Pineiro","Papelbon","2:33","N","37,601","------"
"30","30","Thursday, May 6","boxscore","LAA","@","BOS","L","6","11","","12-18","3","3.5","Matsuzaka","Kazmir","","3:43","N","37,639","-------"
"31","31","Friday, May 7","boxscore","LAA","@","SEA","W","8","0","","13-18","3","3.5","Weaver","Hernandez","","2:49","N","37,602","+"
"32","32","Saturday, May 8","boxscore","LAA","@","SEA","W","4","3","10","14-18","3","3.5","Rodney","Aardsma","Fuentes","3:28","N","30,446","++"
"33","33","Sunday, May 9","boxscore","LAA","@","SEA","L","1","8","","14-19","3","4.5","Vargas","Santana","","2:36","D","28,668","-"
"34","34","Monday, May 10","boxscore","LAA","","TBR","W-wo","5","4","11","15-19","3","4.0","Bell","Balfour","","4:04","N","36,798","+"
