"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Chase Whitley","4.1","6","1","1","1","3","0","1.00","20","71","47","26","9","12","7","9","3","0","49","","","0.002","1.20","0.3"
"Dellin Betances","1.2","0","0","0","0","3","0","1.73","5","21","14","5","5","4","0","2","0","0","","1","0","0.139","0.92","1.4"
"Adam Warren","1","2","1","1","1","1","0","1.73","6","19","10","5","2","3","2","2","2","0","","0","0","-0.078","0.81","-0.5"
"Alfredo Aceves","1","1","0","0","0","1","0","5.84","4","10","7","4","1","2","1","2","1","0","","0","0","0.012","0.16","0.5"
"Matt Daley","1.2","0","0","0","2","3","0","4.00","7","31","19","12","4","3","1","1","0","0","","0","0","0.149","2.55","0.5"
"Matt Thornton","0.2","0","0","0","0","1","0","5.19","2","10","7","3","3","1","0","1","1","0","","2","0","0.161","3.25","0.6"
"Preston Claiborne, W (2-0)","1.2","1","0","0","0","1","0","3.14","5","14","10","5","3","2","2","2","1","0","","0","0","0.200","1.95","0.7"
"David Robertson, S (9)","1","1","0","0","0","2","0","1.42","4","14","11","3","4","4","0","2","1","0","","0","0","0.080","1.63","0.5"
