"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Hiroki Kuroda","7","4","2","2","1","4","0","3.88","26","91","58","37","6","15","9","12","4","0","64","","","0.156","1.19","1.3"
"Dellin Betances","1","0","0","0","1","2","0","1.50","4","13","7","2","2","3","1","0","0","0","","0","0","0.103","1.75","0.5"
"Shawn Kelley, L (2-5)","0.2","2","1","1","1","2","0","4.60","5","27","17","10","4","3","0","2","1","0","","0","0","-0.369","3.37","-0.9"
