"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"CC Sabathia","5.1","8","4","1","1","4","3","5.28","26","107","70","43","8","19","7","14","5","0","45","","","-0.370","0.66","-2.8"
"Dellin Betances","0.2","0","0","0","0","2","0","2.00","2","7","6","0","4","2","0","0","0","0","","3","0","0.126","2.37","1.5"
"Alfredo Aceves, L (0-1)","2","2","1","1","1","1","0","1.23","9","30","20","12","3","5","2","5","2","0","","0","0","-0.149","1.25","-0.1"
