"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"David Phelps","5","8","6","6","1","7","1","4.35","24","94","62","35","8","19","7","8","3","0","33","","","-0.227","0.92","-3.7"
"Matt Thornton","1","0","0","0","0","1","0","2.93","3","16","10","7","1","2","1","1","0","0","","0","0","0.005","0.06","0.5"
"Dellin Betances","2","1","0","0","2","2","0","1.43","9","45","27","17","3","7","3","2","1","0","","0","0","0.187","2.74","0.9"
"Adam Warren, L (1-4)","0","1","1","0","0","0","0","2.88","2","3","2","2","0","0","1","1","1","0","","0","0","-0.370","2.43","-1.4"
