"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Anibal Sanchez, W (8-7)","6","6","0","0","1","5","0","2.68","25","101","62","34","10","18","8","11","6","0","64","","","0.204","0.76","3.0"
"Bruce Rondon","1","2","1","1","1","1","0","5.54","5","16","7","3","3","1","2","1","1","0","","0","0","0.002","0.55","-0.5"
"Drew Smyly","1","1","0","0","0","3","0","1.80","4","15","10","2","4","4","0","1","1","0","","0","0","0.015","0.24","0.5"
"Luke Putkonen","0.1","1","1","1","0","0","1","3.05","2","6","3","3","0","0","0","2","0","0","","0","0","0.001","0.26","-0.8"
"Phil Coke","0","1","0","0","0","0","0","5.64","1","5","2","1","0","1","0","1","1","0","","0","0","-0.012","0.21","-0.3"
"Joaquin Benoit","0.2","0","0","0","0","0","0","1.54","2","9","5","3","0","2","0","2","0","0","","1","0","0.019","0.29","0.5"
