"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Justin Verlander","6","3","0","0","1","10","0","3.46","22","80","56","26","15","15","2","9","1","0","75","","","0.341","0.92","2.7"
"Doug Fister","1","1","0","0","0","1","0","3.67","4","13","7","4","2","1","1","2","0","0","","0","0","0.084","1.22","0.5"
"Rick Porcello","1","0","0","0","0","2","0","4.32","3","10","7","1","5","1","1","0","0","0","","0","0","0.101","1.37","0.5"
"Luke Putkonen, L (1-3)","0.2","2","1","1","1","0","0","3.03","5","23","12","8","4","0","3","1","1","0","","0","0","-0.372","3.76","-1.1"
