"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Rick Porcello","7","5","3","3","0","7","2","7.52","25","97","63","34","13","16","11","7","4","0","62","","","-0.025","0.71","0.4"
"Jose Ortega","2","0","0","0","0","3","0","0.00","6","27","16","7","4","5","2","1","0","0","","0","0","0.237","1.59","1.0"
"Joaquin Benoit","2","0","0","0","1","3","0","1.88","7","32","20","7","8","5","2","1","0","0","","0","0","0.266","1.85","1.0"
"Darin Downs","0.2","1","0","0","0","1","0","3.18","3","14","8","4","1","3","2","0","0","0","","0","0","0.071","2.30","0.3"
"Luke Putkonen, W (1-0)","2.1","0","0","0","1","4","0","0.00","8","35","23","7","5","11","2","1","0","0","","1","0","0.212","1.06","1.2"
