"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Max Scherzer, W (13-0)","6.1","7","2","2","1","8","0","3.09","27","113","79","44","17","18","7","10","2","0","58","","","0.131","0.68","0.9"
"Bruce Rondon","0.2","0","0","0","0","0","0","7.71","2","6","3","2","0","1","1","1","0","0","","1","0","0.036","0.68","0.5"
"Drew Smyly","1","1","0","0","0","2","0","2.12","4","15","13","9","1","3","1","1","0","0","","0","0","0.027","0.51","0.5"
"Joaquin Benoit","1","1","0","0","0","2","0","1.78","4","18","14","8","3","3","0","2","1","0","","0","0","0.018","0.23","0.5"
