"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Derek Holland, W (2-0)","6","5","0","0","2","6","0","2.25","26","110","68","39","11","18","5","12","3","0","66","","","0.385","1.16","3.1"
"Darren Oliver, H (3)","1","0","0","0","0","0","0","1.93","3","10","6","3","0","3","0","3","0","0","","0","0","0.056","0.73","0.5"
"Darren O'Day, H (2)","0.2","0","0","0","2","0","0","0.00","4","15","6","3","0","3","1","1","1","0","","0","0","0.003","0.70","0.1"
"Neftali Feliz, S (3)","1.1","1","0","0","0","0","0","0.00","5","18","12","9","2","1","1","4","1","0","","2","0","0.092","0.94","1.0"
