"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"C.J. Wilson, L (16-7)","6.1","6","4","1","2","8","1","2.97","28","116","70","39","13","18","9","8","4","0","57","","","-0.156","0.68","-1.1"
"Mark Lowe","0.2","0","0","0","0","0","0","3.89","2","12","6","4","1","1","1","1","1","0","","0","0","0.003","0.06","0.2"
"Scott Feldman","1","0","0","0","0","1","0","3.54","3","6","5","3","1","1","1","1","1","0","","0","0","0.002","0.03","0.5"
