"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"C.J. Wilson","6","5","2","2","3","8","0","2.97","24","111","68","32","13","23","7","6","4","0","59","","","0.017","1.12","0.9"
"Koji Uehara, W (2-3)","1","0","0","0","0","2","0","2.47","3","13","9","2","4","3","1","0","0","0","","0","0","0.042","0.56","0.5"
"Mike Adams, H (30)","1","0","0","0","0","1","0","1.42","3","17","12","7","1","4","2","0","0","0","","0","0","0.140","1.85","0.5"
"Neftali Feliz, S (29)","1","0","0","0","1","0","0","2.88","4","20","12","9","1","2","1","2","0","0","","0","0","0.197","4.63","0.5"
