"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Alexi Ogando","6.1","6","5","5","1","1","3","2.33","26","92","58","40","5","13","8","15","3","0","41","","","-0.419","1.04","-2.2"
"Arthur Rhodes, L (0-1)","1.1","2","1","1","2","0","0","3.38","8","34","16","10","0","6","2","4","1","0","","2","0","-0.117","2.26","-0.3"
"Pedro Strop","0.1","0","0","0","0","0","0","0.00","1","6","3","2","1","0","1","0","0","0","","3","0","0.043","1.67","0.8"
