"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Roberto Hernandez, L (0-2)","6.2","8","6","5","2","4","0","6.08","31","113","76","40","11","25","14","9","3","0","38","","","-0.213","0.85","-1.9"
"Jake McGee","0.1","1","0","0","0","0","0","22.50","3","9","6","5","0","1","3","0","0","0","","2","1","-0.013","0.13","-0.6"
"Brandon Gomes","1","1","0","0","0","1","0","2.25","4","19","14","8","5","1","1","2","1","0","","0","0","0.001","0.03","0.5"
