"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Alex Cobb","7.2","5","0","0","3","7","0","2.39","30","108","72","44","13","15","15","5","2","0","73","","","0.462","1.35","3.6"
"Joel Peralta, W (1-2)","0.1","0","0","0","0","1","0","1.98","1","4","3","0","2","1","0","0","0","0","","2","0","0.089","3.47","0.4"
"Fernando Rodney, S (12)","1","1","0","0","1","2","0","4.74","5","21","14","5","3","6","1","1","0","0","","0","0","0.041","1.67","0.5"
