"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Alex Cobb, W (4-2)","6.2","8","3","3","1","6","3","2.79","29","107","71","48","10","13","13","9","3","0","51","","","0.124","1.01","0.6"
"Jake McGee, H (4)","0.1","0","0","0","0","1","0","9.90","1","5","3","1","1","1","0","0","0","0","","0","0","0.010","0.40","0.1"
"Joel Peralta","1","2","0","0","0","1","0","1.42","5","15","13","5","2","6","0","4","3","0","","0","0","0.016","0.73","0.5"
"Jamey Wright","1","0","0","0","0","3","0","1.32","3","17","10","5","5","0","0","0","0","0","","0","0","0.008","0.11","0.5"
