"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Roberto Hernandez, L (6-12)","4","8","5","5","1","3","1","4.95","18","72","46","28","6","12","9","5","3","0","28","","","-0.285","0.53","-3.3"
"Jamey Wright","2","2","0","0","2","1","0","3.28","9","34","20","12","1","7","4","2","2","0","","0","0","0.009","0.12","0.9"
"Cesar Ramos","1.1","2","0","0","1","1","0","4.40","7","23","14","8","2","4","3","2","1","0","","0","0","0.002","0.03","0.4"
"Josh Lueke","0.2","0","0","0","0","2","0","4.26","2","9","7","3","0","4","0","0","0","0","","1","0","0.001","0.02","0.5"
