"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Jonathan Villar  SS","4","1","1","0","1","1","5",".200",".308",".267",".574","24","13","-0.037","1.42","0.074","-0.111","-0.2","1","2","SB"
"Jose Altuve  2B","5","0","1","1","0","3","5",".283",".321",".362",".683","30","19","-0.040","1.31","0.094","-0.134","-0.3","4","4","2B"
"Jason Castro  C","5","0","1","0","0","2","5",".262",".324",".454",".778","21","15","-0.040","0.84","0.050","-0.089","-0.5","7","2",""
"Chris Carter  DH","4","0","0","0","0","1","4",".212",".312",".426",".739","15","8","-0.093","0.93","0.000","-0.093","-1.0","","",""
"Brett Wallace  1B","3","1","1","1","1","1","4",".221",".282",".466",".747","19","9","0.076","0.91","0.136","-0.060","0.8","9","0","HR"
"Matt Dominguez  3B","4","1","1","0","0","0","4",".236",".268",".400",".668","24","16","-0.071","1.06","0.025","-0.096","-0.7","0","3","2B"
"Robbie Grossman  LF","4","1","2","1","0","2","4",".244",".349",".321",".669","15","9","0.066","1.16","0.132","-0.066","0.6","1","0",""
"Brandon Barnes  CF","4","0","2","0","0","2","4",".249",".302",".362",".664","15","11","0.012","0.99","0.060","-0.048","0.2","1","0",""
"L.J. Hoes  RF","4","0","1","1","0","0","4",".167",".167",".167",".333","17","10","0.065","1.43","0.132","-0.067","0.5","1","0","SB"
"","","","","","","","","","","","","","","","","","","","","",""
"Erik Bedard  P","","","","","","","","","","","","","","","","","","","0","0",""
"Lucas Harrell  P","","","","","","","","","","","","","","","","","","","0","0",""
