"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Alejandro De Aza  CF","4","0","1","1","0","0","5",".300",".373",".415",".788","12","8","0.026","1.10","0.068","-0.042","-0.1","3","0","SB,SH"
"Gordon Beckham  2B","5","0","1","0","0","1","5",".233",".282",".373",".655","23","16","-0.106","0.84","0.019","-0.125","-1.2","2","1","CS"
"Adam Dunn  LF","3","1","1","0","2","1","5",".230",".374",".580",".953","27","15","0.038","0.87","0.073","-0.035","0.7","3","0",""
"Addison Reed  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Paul Konerko  1B","4","1","1","0","0","1","4",".359",".435",".590","1.025","12","7","-0.082","1.30","0.065","-0.147","-1.1","4","1","2B,GDP"
"Alex Rios  RF","4","1","2","1","0","1","4",".300",".341",".492",".833","16","9","0.130","1.02","0.161","-0.032","1.7","2","0","3B,SB"
"A.J. Pierzynski  C","4","0","1","0","0","1","4",".286",".329",".500",".829","18","11","-0.058","0.98","0.037","-0.095","-0.8","9","1",""
"Alexei Ramirez  SS","3","2","2","2","0","0","4",".225",".250",".277",".527","10","6","0.145","1.29","0.221","-0.076","1.3","3","0","SB,CS,HBP"
"Orlando Hudson  3B","3","0","0","0","0","0","3",".202",".267",".316",".583","9","5","0.048","0.98","0.082","-0.034","0.3","1","1",""
"Hector Santiago  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Nate Jones  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Dayan Viciedo  PH","1","0","0","0","0","0","1",".259",".287",".458",".745","3","3","-0.022","0.81","0.000","-0.022","-0.2","","",""
"Jesse Crain  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Jordan Danks  LF","0","0","0","0","0","0","0",".500",".500",".625","1.125","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Philip Humber  P","2","0","1","1","0","1","2",".200",".200",".200",".400","4","4","0.003","1.51","0.076","-0.073","0.2","0","1",""
"Eduardo Escobar  3B","1","0","0","0","1","1","2",".180",".293",".240",".533","11","5","0.000","0.77","0.022","-0.023","0.2","0","0",""
